분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
기타,은평구,[구립증산정보도서관] 책과 함께하는 뚝딱뚝딱 어린이 문화공작소 12월,2022-12-28~2022-12-28,3층 어린이열람실,기타,어린이 이용자 누구나 (30명),,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1601&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=621379ef7f33407ea55f24b54c6dd66b&thumb=Y,2022.12.22,기관,2022.12.28 0:00,2022.12.28 0:00,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140366&menuNo=200013
국악,서대문구,거문고병창극 문제의 숨은 곡 찾기,2022-12-28~2022-12-28,서울돈화무날,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2022/12/1150,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a69d8674a250440f81edf08b3e253f93&thumb=Y,2022.12.8,기관,2022.12.28 0:00,2022.12.28 0:00,,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140254&menuNo=200008
클래식,종로구,루체테 피아노 듀오 연주회,2022-12-28~2022-12-28,세종체임버홀,세종문화회관,만 7세 이상,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33771&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee5298549f3441a2bfe87d2dc74cb2be&thumb=Y,2022.12.28,기관,2022.12.28 0:00,2022.12.28 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140399&menuNo=200008
클래식,구로구,"구로문화기획단 주민기회프로그램 '구로시민합창단 구로싱어즈' 발표회 [여름, 가을, 겨울 그리고 봄]",2022-12-28~2022-12-28,오류아트홀,구로문화재단,만 6세 이상,,,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3621&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4ff8e4bcd7f644cba4b7da08097730ea&thumb=Y,2022.12.21,기관,2022.12.28 0:00,2022.12.28 0:00,,37.49535812,126.8460358,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140345&menuNo=200008
무용,관악구,[관악문화재단] 12월 12월 SAC on Screen '심청',2022-12-28~2022-12-28,싱글벙글교육센터 1층 다목적강당,관악문화재단,누구나,,,,,https://www.instagram.com/p/CmK4TcGvt61/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f94db792a6ba4f2aa9386b8c83b9d68d&thumb=Y,2022.11.10,기관,2022.12.28 0:00,2022.12.28 0:00,기타,37.46759765,126.9448709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140010&menuNo=200008
기타,송파구,[한성백제박물관] 12월 문화가 있는 날 연계행사 [칠지도를 찾아라!],2022-12-28~2022-12-28,한성백제박물관,한성백제박물관,시민 누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=EV&mmode=content&mpid=SBM0403000000&pid=20633&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c8ee7c670bf2489681aaa812a0627b19&thumb=Y,2022.11.9,기관,2022.12.28 0:00,2022.12.28 0:00,문화가 있는 날,37.515505,127.121175,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=139998&menuNo=200013
전시/미술,종로구,"고희동미술관 재개관 3주년기념전시 「모던을 터치하다: 고희동, 근대회화의 선구자」",2022-12-27~2024-04-30,고희동미술관 (종로구 창덕궁5길 40),종로문화재단,전체,,,,,https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=1997,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5f98a44ff58241e6be363e1c37d20665&thumb=Y,2022.12.27,기관,2022.12.27 0:00,2024.4.30 0:00,,37.58313281,126.9889643,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140393&menuNo=200009
뮤지컬/오페라,종로구,리트 플레이 ‘겨울 나그네’,2022-12-27~2022-12-29,세종S씨어터,세종문화회관,취학 아동부터 입장 가능,"전석 50,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33749&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=810b7acd56004946a246902ab74c4685&thumb=Y,2022.12.27,기관,2022.12.27 0:00,2022.12.29 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140384&menuNo=200008
기타,은평구,[구립증산정보도서관] 어린이 야간 독서프로그램 달밤 책 산책 12월,2022-12-27~2022-12-27,어린이열람실,기타,초등학생 1~2학년 어린이 10명,,,,,https://lib.seoul.go.kr/bbs/content/14_56240?lbrry_seq_no=98&,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c4166d4c7774f9aac7aad3c38369167&thumb=Y,2022.12.15,기관,2022.12.27 0:00,2022.12.27 0:00,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140306&menuNo=200013
기타,은평구,[구립증산정보도서관] 연말 기념 도서관 팝업 행사 [반짝!하고 열리는 반짝반짝 키링 만들기],2022-12-27~2022-12-27,어린이열람실/ 모자열람실,기타,유아 및 어린이 이용자 누구나 (선착순),,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1600&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48c302d59c22488c8cf5f49b540bb970&thumb=Y,2022.12.22,기관,2022.12.27 0:00,2022.12.27 0:00,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140365&menuNo=200013
국악,종로구,"최유빈 [ ( ) x 거문고 프로젝트 ] _ 떠올리다, 떠오르다",2022-12-27~2022-12-27,서울돈화문국악당,서울돈화문국악당,전체 관람가,,,,,https://sdtt.or.kr/user/program/2022/12/1138,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c0834ae29284db7baa6597fc6af46fa&thumb=Y,2022.12.26,기관,2022.12.27 0:00,2022.12.27 0:00,,37.57725028,126.9907307,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140377&menuNo=200008
클래식,종로구,AD Ensemble Concert,2022-12-27~2022-12-27,꿈의숲 퍼포먼스홀,세종문화회관,전체 관람가,"40,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33752&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=534e36d8b37d49248a75e0bcc775534a&thumb=Y,2022.12.27,기관,2022.12.27 0:00,2022.12.27 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140385&menuNo=200008
콘서트,종로구,하피스트 곽정의 크리스마스 콘서트: 새로운 여정,2022-12-27~2022-12-27,세종체임버홀,세종문화회관,만 7세 이상 관람가능,"R석 70,000원 / S석 50,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33639&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b3f348a6c25c45e39c89f5373e9f6807&thumb=Y,2022.12.27,기관,2022.12.27 0:00,2022.12.27 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140387&menuNo=200008
전시/미술,,2023 점프 프로젝트_토끼조형작품 전시회,2022-12-26~2023-03-26,서울대공원 만남의광장,서울대공원,홈페이지 참고,,,,,https://grandpark.seoul.go.kr/munhwa/munhwaView/ko/S001005001004.do?pageIndex=1&mh_no=46122&search_gubun=&searchWord=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=03ec9974c7734bdeb103b804a8031161&thumb=Y,2023.1.4,기관,2022.12.26 0:00,2023.3.26 0:00,기타,37.43643055,127.0140984,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140428&menuNo=200009
전시/미술,,토끼조형작품 전시회(2.26.까지),2022-12-26~2023-02-26,서울대공원 만남의광장,서울대공원,누구나,홈페이지 참고,,,,https://grandpark.seoul.go.kr/munhwa/munhwaView/ko/S001005001004.do?pageIndex=1&mh_no=46122&search_gubun=&searchWord=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0e7f6f9f881e4bf98fb0a8ba6ba4c4ed&thumb=Y,2022.12.28,기관,2022.12.26 0:00,2023.2.26 0:00,,37.43643055,127.0140984,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140400&menuNo=200009
콘서트,성동구,"[도심권 청년마음상담소] 2022 청년힐링콘서트 '쉼, 호흡 마음을 더+하다'",2022-12-26~2022-12-26,서울 성동구 왕십리로 281 소월아트홀 3층,성동문화재단,청년,무료,"백세희 작가(죽고 싶지만 떡볶이는 먹고 싶어 저자),  원밀리언 댄스팀(리아킴 외 4인), 문규박 코미디언",,,https://forms.gle/GYrSMGU72MCMUi1r7,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b2deb14f6abe43148a6e4d56b87ae1c6&thumb=Y,2022.12.19,기관,2022.12.26 0:00,2022.12.26 0:00,기타,37.5593204,127.036016,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140323&menuNo=200008
국악,서초구,"예술 호남, 예술 '혼'",2022-12-26~2022-12-26,심산문화센터 반포심산아트홀,서초문화재단,전체 연령,,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=506,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ea805343f65445f582aeb302fdb7723d&thumb=Y,2022.12.21,기관,2022.12.26 0:00,2022.12.26 0:00,,37.49883446,126.9912425,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140347&menuNo=200008
전시/미술,성동구,"시선, Line of Sight",2022-12-25~2022-12-29,"성수 뎁센드 갤러리, 서울 성동구 뚝섬로9길 11-1, B1",서울문화재단,전체관람가,무료,,,,https://www.instagram.com/p/CmAZ9RnPp04/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=30c0e7061c694b5e9d4096fc7c318015&thumb=Y,2022.12.11,시민,2022.12.25 0:00,2022.12.29 0:00,문화가 있는 날,37.571509,127.0337136,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140284&menuNo=200009
콘서트,마포구,2022 론 브랜튼의 [재즈 크리스마스!],2022-12-25~2022-12-25,아트홀맥,마포문화재단,만 7세이상,"R석 66,000원 / S석 55,000원 / A석 44,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2113&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41ee56421a674bdd8d760d77ca72db5b&thumb=Y,2022.12.2,기관,2022.12.25 0:00,2022.12.25 0:00,,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140209&menuNo=200008
교육/체험,송파구,[디지털책방] 문학 낭독 공연 '잔소리 없는 날',2022-12-25~2022-12-25,서울책보고,서울책보고,홈페이지 참고,,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3485&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6f5efefd95a34809a5b6a8bc3eac9d59&thumb=Y,2022.12.20,기관,2022.12.25 0:00,2022.12.25 0:00,,37.52239260387785,127.10298301432702,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140334&menuNo=200011
연극,종로구,연극 미저리(Misery),2022-12-24~2023-02-05,세종M씨어터,세종문화회관,만 13세 이상 관람가,"VIP 88,000원 R석 66,000원 S석 44,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33728&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c9c7949d92a4cb0b95fbdd1456b8e37&thumb=Y,2022.12.26,기관,2022.12.24 0:00,2023.2.5 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140376&menuNo=200008
뮤지컬/오페라,광진구,시크릿쥬쥬 별의여신 뮤지컬 시즌3 : 마지막 콘서트 - 서울앵콜,2022-12-24~2023-01-24,나루아트센터 대공연장,광진문화재단,24개월 이상 관람가,"VIP석 70,000원 / R석 55,000원",,,,http://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=811,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c6cf61f7f73418a84bbea48b88b149e&thumb=Y,2022.12.9,기관,2022.12.24 0:00,2023.1.24 0:00,,37.53782227110075,127.07043382626804,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140274&menuNo=200008
연극,성동구,노인과 여자를 위한 나라는 없다,2022-12-24~2022-12-31,소월아트홀,성동문화재단,중학생 이상 관람가,"30,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=813&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f210a558b1164d8ba7317991783c34e8&thumb=Y,2022.12.22,기관,2022.12.24 0:00,2022.12.31 0:00,,37.5593204,127.036016,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140364&menuNo=200008
콘서트,강동구,데이브레이크 X 소란 크리스마스 콘서트,2022-12-24~2022-12-25,강동아트센터 대극장 한강,강동문화재단,14세 이상 관람가,"R석 88,000원 / S석 77,000원 / A석 66,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1884&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=991729fee4834e0ba390a13081b1aeaf&thumb=Y,2022.11.24,기관,2022.12.24 0:00,2022.12.25 0:00,,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140109&menuNo=200008
무용,중구,국립극장 세 가지 선물-전통춤 모음 [수작(秀作)],2022-12-24~2022-12-25,국립극장 해오름,국립극장,8세 이상,"R석 6만원, S석 4만원, A석 2만원",국립무용단,,,https://me2.do/F3o1ss6W,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4f4d94735829473082955a6d2b44592a&thumb=Y,2022.11.29,기관,2022.12.24 0:00,2022.12.25 0:00,,37.55199491,126.9992673,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140141&menuNo=200008
무용,종로구,릴레이 홀춤전,2022-12-24~2022-12-24,서울돈화문국악당,서울돈화문국악당,홈페이지 참고,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2022/12/1182,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bfe65a9268ca42bd9887a6b121aa13a2&thumb=Y,2022.12.1,기관,2022.12.24 0:00,2022.12.24 0:00,,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140173&menuNo=200008
클래식,강북구,플러스 챔버 그룹과 함께하는 크리스마스 가족 음악회,2022-12-24~2022-12-24,꿈의숲 콘서트홀,세종문화회관,만 4세이상 ,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33708&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=74fdffb8351b4ec6b7a9d9cc40827a54&thumb=Y,2022.11.28,기관,2022.12.24 0:00,2022.12.24 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140138&menuNo=200008
콘서트,용산구,2022 문화가 흐르는 예술마당 '크리스마스 선물',2022-12-24~2022-12-24,노들섬 라이브하우스,구로문화재단,홈페이지 참고,,,,,https://cultureseoul.co.kr/2022/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d9d6722691b4522b1083bb6c0dc22e1&thumb=Y,2022.12.1,기관,2022.12.24 0:00,2022.12.24 0:00,,37.51766383,126.9580365,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140183&menuNo=200008
전시/미술,서대문구,EXHIBITION [얼렁뚱땅],2022-12-23~2022-12-31,히든플레이스  서대문구 이화여대2가길 24,기타,모든시민,무료,,"10명의 작가들이 2022년의 마지막을 장식합니다   금속, 섬유, 회화, 조형 등 여러 분야의 작가와 작품들이 전시됩니다","갤러리 히든플레이스의 올해 마지막 전시를 소개합니다   EXHIBITION   ~ 얼렁뚱땅~       2022. 12. 23 - 12. 31   10명의 작가들이 2022년의 마지막을 장식합니다   금속, 섬유, 회화, 조형 등 여러 분야의 작가와 작품들이 전시됩니다  아기자기하고 예쁘게 꾸며진 갤러리에 초대합니다  많은 관심 부탁드리며 25일과 26일은 휴무입니다     문의 hiddenplace.kr@gmail.com  평일 am 11 - pm 7시 주말 공휴일 pm 1 - pm 5시 까지   월요일 휴무  서울시 서대문구 이화여대 2가길 24 2층",https://www.instagram.com/hiddenplace.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08d5aef969f9423180891120c9fcc4c1&thumb=Y,2022.12.17,시민,2022.12.23 0:00,2022.12.31 0:00,어린이/청소년 문화행사,37.55848121,126.9462494,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140317&menuNo=200009
뮤지컬/오페라,관악구,관악아트홀 상주단체 뮤지컬 [왕세자실종사건],2022-12-23~2022-12-25,관악아트홀 2층 공연장,관악문화재단,만 8세 이상,추후 관악문화재단 홈페이지 게시,,,,https://www.gfac.or.kr/html/concert/concert1_view.html?pk=1669362377081-8d4b8af1-7c1a-4022-84ba-2b076131d829,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7646aa2f58d74f91a5e203eb01d91fe9&thumb=Y,2022.11.4,기관,2022.12.23 0:00,2022.12.25 0:00,기타,37.46759765,126.9448709,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=139940&menuNo=200008
연극,강동구,[장롱귀신과 친구들],2022-12-23~2022-12-24,소극장 드림,강동문화재단,6세 이상 관람가,"전석 20,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1911&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5de929c3c41a44f2be4d4117febbf7ae&thumb=Y,2022.12.20,기관,2022.12.23 0:00,2022.12.24 0:00,,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140333&menuNo=200008
국악,중구,다올소리와 [해파리SeaParty],2022-12-23~2022-12-24,서울남산국악당 크라운해태홀,서울남산국악당,전체관람가,"20,000원",다올소리,,,https://www.hanokmaeul.or.kr/ko/g/perf/2022-%ec%a0%8a%ec%9d%80%ea%b5%ad%ec%95%85-%eb%8b%a8%ec%9e%a5-%ec%bd%98%ec%84%9c%ed%8a%b8-%eb%8b%a4%ec%98%ac%ec%86%8c%eb%a6%ac%ec%99%80-%ed%95%b4%ed%8c%8c%eb%a6%acseaparty,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=42081fabb14c4c7d8ac0057b6b35ec26&thumb=Y,2022.12.5,기관,2022.12.23 0:00,2022.12.24 0:00,기타,37.55842867722703,126.99370731054663,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140220&menuNo=200008
콘서트,강북구,강북구립소년소녀합창단 창단 5주년 기념음악회 [반짝이는 세상],2022-12-23~2022-12-23,강북진달래홀,강북문화재단,6세 이상,,,,,http://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=136,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a7c14540f49147849925c553d081c695&thumb=Y,2022.12.19,기관,2022.12.23 0:00,2022.12.23 0:00,,37.64083272514534,127.01326775323761,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140325&menuNo=200008
무용,노원구,동화발레 [호두까기 인형],2022-12-23~2022-12-23,노원어린이극장,노원문화재단,24개월 이상,전석 2만원,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=301,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a35aea58c6304faeaa04b12eb96c67b8&thumb=Y,2022.11.9,기관,2022.12.23 0:00,2022.12.23 0:00,,37.65445005,127.0636923,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=139994&menuNo=200008
국악,종로구,삶을 통해 배워온 樂_ 현섭하다 Ⅲ,2022-12-23~2022-12-23,서울돈화문국악당,서울돈화문국악당,만 7세이상 관람가,"전석 50,000원",,,,https://sdtt.or.kr/user/program/2022/12/1149,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a5ebc1f34984bbea0abf74465521b18&thumb=Y,2022.12.1,기관,2022.12.23 0:00,2022.12.23 0:00,,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140172&menuNo=200008
국악,구로구,"2022년 마음, 선물 콘서트 Vol.2 행복한 선물 서울시국악관현악단",2022-12-23~2022-12-23,오류아트홀,구로문화재단,만 5세 이상,"전석 10,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3613&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c5a44496ac384c63b278c955561248f4&thumb=Y,2022.11.24,기관,2022.12.23 0:00,2022.12.23 0:00,,37.49535812,126.8460358,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140118&menuNo=200008
전시/미술,종로구,"이상, 염상섭, 현진건, 윤동주 청와대를 거닐다",2022-12-22~2023-01-16,서울특별시 종로구 세종로 1,종로구청,전국민 대상,,,,,http://nmkl.or.kr/bbs/board.php?bo_table=notice&wr_id=100,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=901d351605214cb0a8f1bd1227aa1922&thumb=Y,2022.12.26,기관,2022.12.22 0:00,2023.1.16 0:00,기타,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140383&menuNo=200009
무용,종로구,유니버설발레단 '호두까기인형',2022-12-22~2022-12-31,세종대극장,세종문화회관,5세 이상,"VIP석 120,000원 / R석 100,000원 / S석 70,000원 / A석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33630&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4981ab8a24514f27a8ac7703797242f1&thumb=Y,2022.11.28,기관,2022.12.22 0:00,2022.12.31 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140135&menuNo=200008
기타,동대문구,[2022 서울라이트 DDP] 크리스마스 행사,2022-12-22~2022-12-25,DDP 서측 외벽 전면 222m,동대문디자인플라자,누구나,,,,,http://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=528&boardno=16&bbstopno=528&act=view&subno=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58e075976727485fbf3df60ed59cae82&thumb=Y,2022.12.22,기관,2022.12.22 0:00,2022.12.25 0:00,,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140362&menuNo=200013
무용,구로구,발레[호두까기 인형],2022-12-22~2022-12-23,구로아트밸리 예술극장,구로문화재단,48개월 이상,"R석(객석1층) 50,000원, S석(객석2층) 30,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3616&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2c4b400aeaab4e97a1be2417a218de82&thumb=Y,2022.12.1,기관,2022.12.22 0:00,2022.12.23 0:00,,37.49655847,126.8889639,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140179&menuNo=200008
전시/미술,은평구,「2022 일상문화 × 청년예술 결과공유회」전시 《크리스마스에는 편지를 써요》,2022-12-22~2022-12-23,은평문화예술회관 대회의실,은평문화재단,누구나,,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=3196,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=89c9ed5d546a447bacad10095de8d6fc&thumb=Y,2022.12.23,기관,2022.12.22 0:00,2022.12.23 0:00,,37.6039163,126.9283646,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140370&menuNo=200009
콘서트,강북구,강북 진달래홀 개관 기념행사,2022-12-22~2022-12-23,강북문화예술회관 <강북 진달래홀>,강북문화재단,누구나,,,,,http://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=134,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3579c723a0d143d1b38af6d41a883e62&thumb=Y,2022.12.19,기관,2022.12.22 0:00,2022.12.23 0:00,,37.64083272514534,127.01326775323761,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140324&menuNo=200008
국악,종로구,완창판소리 강산제 수궁가,2022-12-22~2022-12-22,서울돈화문국악당,서울돈화문국악당,전체 관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2022/12/1137,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f64a8d07d8894b06b71d61052ff7ce86&thumb=Y,2022.12.19,기관,2022.12.22 0:00,2022.12.22 0:00,,37.57725028,126.9907307,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140320&menuNo=200008
독주/독창회,종로구,이수성 피아노 독주회,2022-12-22~2022-12-22,꿈의숲 콘서트홀,세종문화회관,만 5세이상,"전석 10,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33743&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=00bad2e5ea194ca0923089f03d5c98d4&thumb=Y,2022.12.22,기관,2022.12.22 0:00,2022.12.22 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140356&menuNo=200008
클래식,종로구,The Pianissimo 음악예술학회 정기연주회,2022-12-22~2022-12-22,세종체임버홀,세종문화회관,만 7세이상 입장가능,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33712&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b98712c5320d4584bbc234089a867bc1&thumb=Y,2022.12.22,기관,2022.12.22 0:00,2022.12.22 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140353&menuNo=200008
